Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/2           wf::initialguess(int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [48]
                0.00    0.00       2/2           wf::normsum_legendre(int, double, std::complex<double>* restrict*) [49]
                0.00    0.00       2/4           wf::triD_legendre_conversion(int, std::complex<double>* restrict*) [54]
                0.00    0.00       2/63          globalbasis::norm(std::complex<double>*) [36]
                0.00    0.00       2/3           wf::psif(std::complex<double>* restrict*, int) [59]
                0.00    0.00      35/2186356     initializearray(int) [9]
                0.00    0.00       4/4           wf::Upsi(int, std::complex<double>* restrict*) [72]
                0.00    0.00       2/2           triD_Qmat(int) [89]
                0.00    0.00       2/2           triD_Umat(int) [90]
                0.00    0.00       4/4           wf::residualaction(int, int, std::complex<double>* restrict*, std::complex<double>* restrict*) [92]
                0.00    0.00       2/16625107     arrayindx(int, int, int, int) [24]
                0.00    0.00       8/8           wf::psixtdiff(std::complex<double>* restrict*, std::complex<double>* restrict*, int) [222]
                0.00    0.00       4/50972       std::operator/(std::complex<double> const&, std::complex<double> const&) [170]
                0.00    0.00       2/59141       std::abs(double) [168]
                0.00    0.00       2/4882051     double std::abs<double>(std::complex<double> const&) [156]
                0.00    0.00       2/25087       _ZSt3powIdiEN9__gnu_cxx11__promote_2INS0_11__enable_ifIXaasr3std15__is_arithmeticIT_EE7__valuesr3std15__is_arithmeticIT0_EE7__valueES3_E6__typeES4_E6__typeES3_S4_ [184]
                                   1             wf::deltawfxt_temporaleigenvectors(int, int, int, double, std::complex<double>&, std::complex<double>*, std::complex<double>* restrict*, temporalbasis*) [17]
-----------------------------------------------
                0.00    0.00       5/31578345     wf::dipole_gauge(std::complex<double>* restrict*, pulse*, temporalbasis*) [51]
                0.00    0.00       8/31578345     leftbordervec(int) [81]
                0.00    0.00      10/31578345     identitybasis(int) [86]
                0.00    0.00      10/31578345     triD_basischange(int) [91]
                0.00    0.00      12/31578345     borderfunctionbasis(int) [78]
                0.00    0.00      18/31578345     rightborderfunctionbasis_laguerre(int) [85]
                0.00    0.00      18/31578345     leftborderfunctionbasis_laguerre(int) [84]
                0.00    0.00      50/31578345     triD_Qmat(int) [89]
                0.00    0.00      50/31578345     triD_Umat(int) [90]
                0.00    0.00      96/31578345     legendrebasis::legendrebasis(int) [75]
                0.00    0.00    6195/31578345     globalbasis::boundstate(int, double&) [60]
                0.00    0.00   27880/31578345     laguerrebasis::evallaguerrefuncs(double) [67]
                0.00    0.00  127400/31578345     wf::triD_legendre_conversion(int, std::complex<double>* restrict*) [54]
                0.00    0.00 3034570/31578345     legendrebasis::evalbasisfuncs(double) [12]
                0.04    0.00 28382023/31578345     zeroarray(std::complex<double>*, int) [11]
[18]     6.9    0.04    0.00 31578345         std::complex<double>::operator=(double) [18]
-----------------------------------------------
                0.00    0.00      20/10106145     wf::residualaction(int, int, std::complex<double>* restrict*, std::complex<double>* restrict*) [92]
                0.00    0.00      25/10106145     derivedbasis::funcolap(std::complex<double> (*)(double, double), double) [77]
                0.00    0.00    3000/10106145     temporalbasis::Amatsetup(pulse*) [62]
                0.00    0.00    3980/10106145     globalbasis::Olappsi(std::complex<double>*) [69]
                0.00    0.00   19900/10106145     wf::dipole_gauge(std::complex<double>* restrict*, pulse*, temporalbasis*) [51]
                0.00    0.00   38220/10106145     wf::psif(std::complex<double>* restrict*, int) [59]
                0.00    0.00  301000/10106145     derivedbasis::integrateVmat(potential*, double, double, double, double) [44]
                0.03    0.00 9740000/10106145     derivedbasis::integrateVmat(potential*, double, double, int) [5]
[19]     5.2    0.03    0.00 10106145         std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [19]
-----------------------------------------------
                0.00    0.00      10/7316950     rightbordervec(int) [83]
                0.00    0.00   11940/7316950     globalbasis::boundstate(int, double&) [60]
                0.00    0.00   39800/7316950     derivedbasis::hmatsetup() [58]
                0.03    0.00 7265200/7316950     derivedbasis::integrateVmat_testconvergence(potential*, double, double, double) [2]
[20]     5.2    0.03    0.00 7316950         std::operator+(std::complex<double> const&, std::complex<double> const&) [20]
-----------------------------------------------
                0.00    0.00      25/15865421     derivedbasis::funcolap(std::complex<double> (*)(double, double), double) [77]
                0.00    0.00    3000/15865421     temporalbasis::Amatsetup(pulse*) [62]
                0.00    0.00   19900/15865421     wf::dipole_gauge(std::complex<double>* restrict*, pulse*, temporalbasis*) [51]
                0.00    0.00   95520/15865421     wf::deltawf_eigenvector(std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>) [27]
                0.00    0.00  127360/15865421     wf::deltapsiresidual_Aterms(int, int, std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>* restrict*, temporalbasis*) [41]
                0.00    0.00  203776/15865421     wf::applydeltapsi(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [29]
                0.00    0.00  203840/15865421     wf::triD_legendre_conversion(int, std::complex<double>* restrict*) [54]
                0.00    0.00  602000/15865421     derivedbasis::integrateVmat(potential*, double, double, double, double) [44]
                0.03    0.00 14610000/15865421     derivedbasis::integrateVmat(potential*, double, double) [4]
[21]     5.2    0.03    0.00 15865421         std::operator*(std::complex<double> const&, std::complex<double> const&) [21]
-----------------------------------------------
                0.00    0.03       2/2           wf::deltawfxt_temporaleigenvectors(int, int, int, double, std::complex<double>&, std::complex<double>*, std::complex<double>* restrict*, temporalbasis*) [17]
[22]     4.4    0.00    0.03       2         wf::cancelresiduals_generalized_eigenvector(int, int, std::complex<double>*, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [22]
                0.00    0.02       2/2           wf::canceleigenvectorresiduals(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [26]
                0.00    0.01       2/2           wf::applydeltapsi_temporaleigenvectors(int, int, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [38]
                0.00    0.00       4/4           padeigenvectors(int, std::complex<double>*) [74]
                0.00    0.00       2/2           generalized_eigensystem_reduced(int, std::complex<double>*, std::complex<double>*) [79]
-----------------------------------------------
                0.00    0.00   27880/30363107     laguerrebasis::evalbasisfuncs(double) [63]
                0.00    0.00   95520/30363107     wf::deltapsiresidual_Aterms(int, int, std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>* restrict*, temporalbasis*) [41]
                0.00    0.00  579568/30363107     std::complex<double> std::operator*<double>(double const&, std::complex<double> const&) [57]
                0.02    0.00 29660139/30363107     std::complex<double> std::operator*<double>(std::complex<double> const&, double const&) [13]
[23]     3.4    0.02    0.00 30363107         std::complex<double>::operator*=(double) [23]
-----------------------------------------------
                0.00    0.00       2/16625107     wf::deltawfxt_temporaleigenvectors(int, int, int, double, std::complex<double>&, std::complex<double>*, std::complex<double>* restrict*, temporalbasis*) [17]
                0.00    0.00       2/16625107     wf::canceleigenvectorresiduals(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [26]
                0.00    0.00      10/16625107     identitybasis(int) [86]
                0.00    0.00      10/16625107     triD_basischange(int) [91]
                0.00    0.00      18/16625107     rightborderfunctionbasis_laguerre(int) [85]
                0.00    0.00      18/16625107     leftborderfunctionbasis_laguerre(int) [84]
                0.00    0.00      32/16625107     borderfunctionbasis(int) [78]
                0.00    0.00      50/16625107     triD_Qmat(int) [89]
                0.00    0.00      50/16625107     triD_Umat(int) [90]
                0.00    0.00      64/16625107     padeigenvectors(int, std::complex<double>*) [74]
                0.00    0.00      96/16625107     legendrebasis::legendrebasis(int) [75]
                0.00    0.00     110/16625107     printmat(std::complex<double>*, int, int) [88]
                0.00    0.00     200/16625107     generalized_eigensystem_reduced(int, std::complex<double>*, std::complex<double>*) [79]
                0.00    0.00    3000/16625107     temporalbasis::Amatsetup(pulse*) [62]
                0.00    0.00    3000/16625107     laguerrebasis::laguerrebasis(int, double) [70]
                0.00    0.00   23880/16625107     globalbasis::boundstate(int, double&) [60]
                0.00    0.00   31840/16625107     wf::deltapsiresidual_Aterms(int, int, std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>* restrict*, temporalbasis*) [41]
                0.00    0.00   39800/16625107     globalbasis::Oinvpsi(std::complex<double>*) [64]
                0.00    0.00   63680/16625107     wf::deltawf_eigenvector(std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>) [27]
                0.00    0.00   75620/16625107     wf::applydeltapsi(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [29]
                0.00    0.00   79625/16625107     wf::dipole_gauge(std::complex<double>* restrict*, pulse*, temporalbasis*) [51]
                0.00    0.00  301000/16625107     derivedbasis::integrateVmat(potential*, double, double, double, double) [44]
                0.00    0.00 1393000/16625107     transpose(std::complex<double>*, int, int) [30]
                0.02    0.00 14610000/16625107     derivedbasis::integrateVmat(potential*, double, double) [4]
[24]     3.4    0.02    0.00 16625107         arrayindx(int, int, int, int) [24]
-----------------------------------------------
                                                 <spontaneous>
[25]     3.4    0.02    0.00                 __intel_new_memset [25]
-----------------------------------------------
                0.00    0.02       2/2           wf::cancelresiduals_generalized_eigenvector(int, int, std::complex<double>*, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [22]
[26]     3.1    0.00    0.02       2         wf::canceleigenvectorresiduals(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [26]
                0.01    0.01       8/8           wf::deltawf_eigenvector(std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>) [27]
                0.00    0.00       8/8           wf::temporalvector_rhstarget(int, std::complex<double>*, std::complex<double>* restrict*) [82]
                0.00    0.00       2/16625107     arrayindx(int, int, int, int) [24]
                0.00    0.00      24/114         triD_U(int, int) [209]
                0.00    0.00      24/4870024     std::complex<double> std::operator/<double>(std::complex<double> const&, double const&) [158]
-----------------------------------------------
                0.01    0.01       8/8           wf::canceleigenvectorresiduals(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [26]
[27]     3.1    0.01    0.01       8         wf::deltawf_eigenvector(std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>) [27]
                0.00    0.00   50960/2186356     initializearray(int) [9]
                0.00    0.00    6368/27860       transpose(std::complex<double>*, int, int) [30]
                0.00    0.00   95520/15865421     std::operator*(std::complex<double> const&, std::complex<double> const&) [21]
                0.00    0.00  127360/579568      std::complex<double> std::operator*<double>(double const&, std::complex<double> const&) [57]
                0.00    0.00   63680/16625107     arrayindx(int, int, int, int) [24]
                0.00    0.00   31840/129257      std::operator-(std::complex<double> const&) [161]
                0.00    0.00   31840/51740       bandarrayindx(int, int, int, int, int) [169]
-----------------------------------------------
                               38220             globalbasis::globalbasis(potential*, pulse*, double, double, double, double, double, int, int, double, double) [28]
                0.01    0.01       2/2           main [1]
[28]     3.0    0.01    0.01       2+38220   globalbasis::globalbasis(potential*, pulse*, double, double, double, double, double, int, int, double, double) [28]
                0.00    0.01       2/2           globalbasis::ecssetup(int, double, potential*) [43]
                0.00    0.00    1588/1588        derivedbasis::derivedbasis(legendrebasis*, std::complex<double>*, int, double, double) [53]
                0.00    0.00       4/4           laguerrebasis::laguerrebasis(int, double) [70]
                0.00    0.00       4/4           derivedbasis::derivedbasis(laguerrebasis*, std::complex<double>*, int, double) [71]
                0.00    0.00       2/2           temporalbasis::temporalbasis(legendrebasis*, std::complex<double>*, double, double) [73]
                0.00    0.00       4/4           legendrebasis::legendrebasis(int) [75]
                0.00    0.00       2/2           borderfunctionbasis(int) [78]
                0.00    0.00       2/2           rightborderfunctionbasis_laguerre(int) [85]
                0.00    0.00       2/2           leftborderfunctionbasis_laguerre(int) [84]
                0.00    0.00       2/2           identitybasis(int) [86]
                0.00    0.00       4/59141       std::abs(double) [168]
                0.00    0.00       2/4           globalbasis::elementboundaries_zerobased(potential*, pulse*, double, double, double, double, double, int&, int&, bool) [223]
                0.00    0.00       2/2           globalbasis::elementboundaries_zerobased(potential*, pulse*, double, double, double, double, double, int&, int&) [230]
                               38220             globalbasis::globalbasis(potential*, pulse*, double, double, double, double, double, int, int, double, double) [28]
-----------------------------------------------
                0.00    0.00       4/19          wf::initialguess(int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [48]
                0.00    0.00       5/19          wf::deltawfxt_temporaleigenvectors(int, int, int, double, std::complex<double>&, std::complex<double>*, std::complex<double>* restrict*, temporalbasis*) [17]
                0.00    0.01      10/19          wf::applydeltapsi(int, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [39]
[29]     2.4    0.00    0.01      19         wf::applydeltapsi(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [29]
                0.00    0.00   75620/2186356     initializearray(int) [9]
                0.01    0.00   15124/27860       transpose(std::complex<double>*, int, int) [30]
                0.00    0.00  203776/15865421     std::operator*(std::complex<double> const&, std::complex<double> const&) [21]
                0.00    0.00  273028/579568      std::complex<double> std::operator*<double>(double const&, std::complex<double> const&) [57]
                0.00    0.00   75620/16625107     arrayindx(int, int, int, int) [24]
                0.00    0.00   75620/101888      derivedbasis::Xmatpsi(std::complex<double>*, std::complex<double>*) [162]
                0.00    0.00   46168/129257      std::operator-(std::complex<double> const&) [161]
-----------------------------------------------
                              696500             transpose(std::complex<double>*, int, int) [30]
                0.00    0.00    6368/27860       wf::deltawf_eigenvector(std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>) [27]
                0.00    0.00    6368/27860       wf::deltapsiresidual_Aterms(int, int, std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>* restrict*, temporalbasis*) [41]
                0.01    0.00   15124/27860       wf::applydeltapsi(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [29]
[30]     2.0    0.01    0.00   27860+696500  transpose(std::complex<double>*, int, int) [30]
                0.00    0.00 1393000/16625107     arrayindx(int, int, int, int) [24]
                              696500             transpose(std::complex<double>*, int, int) [30]
-----------------------------------------------
                                                 <spontaneous>
[31]     1.7    0.01    0.00                 hypot.L [31]
-----------------------------------------------
                0.00    0.00      10/5137530     leftbordervec(int) [81]
                0.00    0.00   63680/5137530     wf::deltapsiresidual_Aterms(int, int, std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>* restrict*, temporalbasis*) [41]
                0.00    0.00  203840/5137530     wf::triD_legendre_conversion(int, std::complex<double>* restrict*) [54]
                0.01    0.00 4870000/5137530     derivedbasis::integrateVmat_testconvergence(potential*, double, double, double) [2]
[32]     1.7    0.01    0.00 5137530         std::operator-(std::complex<double> const&, std::complex<double> const&) [32]
-----------------------------------------------
                0.01    0.00  606914/606914      legendrebasis::evalbasisfuncs(double) [12]
[33]     1.7    0.01    0.00  606914         legendrevalues(int, double) [33]
-----------------------------------------------
                              300888             derivedbasis::innerproduct(std::complex<double>*, std::complex<double>*) [34]
                0.01    0.00   50148/50148       globalbasis::innerproduct(std::complex<double>*, std::complex<double>*) [35]
[34]     1.7    0.01    0.00   50148+300888  derivedbasis::innerproduct(std::complex<double>*, std::complex<double>*) [34]
                              300888             derivedbasis::innerproduct(std::complex<double>*, std::complex<double>*) [34]
-----------------------------------------------
                0.00    0.01      63/63          globalbasis::norm(std::complex<double>*) [36]
[35]     1.7    0.00    0.01      63         globalbasis::innerproduct(std::complex<double>*, std::complex<double>*) [35]
                0.01    0.00   50148/50148       derivedbasis::innerproduct(std::complex<double>*, std::complex<double>*) [34]
-----------------------------------------------
                0.00    0.00       1/63          wf::lastlegendrecomponentsignificance(int, double, std::complex<double>* restrict*) [56]
                0.00    0.00       2/63          wf::deltawfxt_temporaleigenvectors(int, int, int, double, std::complex<double>&, std::complex<double>*, std::complex<double>* restrict*, temporalbasis*) [17]
                0.00    0.00      10/63          wf::normsum_legendre(int, double, std::complex<double>* restrict*) [49]
                0.00    0.01      50/63          wf::nthcomponentsignificance(std::complex<double>* restrict*, int) [37]
[36]     1.7    0.00    0.01      63         globalbasis::norm(std::complex<double>*) [36]
                0.00    0.01      63/63          globalbasis::innerproduct(std::complex<double>*, std::complex<double>*) [35]
-----------------------------------------------
                0.00    0.00      10/50          wf::timestep_temporaleigenvectors(double, double, potential*, pulse*, wf*, double, double, double&) [15]
                0.00    0.01      40/50          wf::maxdelta(std::complex<double>* restrict*, int) [40]
[37]     1.4    0.00    0.01      50         wf::nthcomponentsignificance(std::complex<double>* restrict*, int) [37]
                0.00    0.01      50/63          globalbasis::norm(std::complex<double>*) [36]
                0.00    0.00      50/59141       std::abs(double) [168]
-----------------------------------------------
                0.00    0.01       2/2           wf::cancelresiduals_generalized_eigenvector(int, int, std::complex<double>*, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [22]
[38]     1.3    0.00    0.01       2         wf::applydeltapsi_temporaleigenvectors(int, int, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [38]
                0.00    0.01       2/2           wf::applydeltapsi(int, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [39]
                0.00    0.00       2/2           wf::eigenvectortowf(int, int, std::complex<double>* restrict*, std::complex<double>* restrict*) [80]
-----------------------------------------------
                0.00    0.01       2/2           wf::applydeltapsi_temporaleigenvectors(int, int, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [38]
[39]     1.3    0.00    0.01       2         wf::applydeltapsi(int, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [39]
                0.00    0.01      10/19          wf::applydeltapsi(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [29]
-----------------------------------------------
                0.00    0.01      10/10          wf::deltawfxt_temporaleigenvectors(int, int, int, double, std::complex<double>&, std::complex<double>*, std::complex<double>* restrict*, temporalbasis*) [17]
[40]     1.1    0.00    0.01      10         wf::maxdelta(std::complex<double>* restrict*, int) [40]
                0.00    0.01      40/50          wf::nthcomponentsignificance(std::complex<double>* restrict*, int) [37]
-----------------------------------------------
                0.00    0.01       8/8           wf::deltawfxt_temporaleigenvectors(int, int, int, double, std::complex<double>&, std::complex<double>*, std::complex<double>* restrict*, temporalbasis*) [17]
[41]     1.1    0.00    0.01       8         wf::deltapsiresidual_Aterms(int, int, std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>* restrict*, temporalbasis*) [41]
                0.00    0.00   31840/2186356     initializearray(int) [9]
                0.00    0.00    6368/27860       transpose(std::complex<double>*, int, int) [30]
                0.00    0.00  127360/15865421     std::operator*(std::complex<double> const&, std::complex<double> const&) [21]
                0.00    0.00   63680/5137530     std::operator-(std::complex<double> const&, std::complex<double> const&) [32]
                0.00    0.00   95520/579568      std::complex<double> std::operator*<double>(double const&, std::complex<double> const&) [57]
                0.00    0.00   95520/30363107     std::complex<double>::operator*=(double) [23]
                0.00    0.00   31840/16625107     arrayindx(int, int, int, int) [24]
                0.00    0.00   25472/101888      derivedbasis::Xmatpsi(std::complex<double>*, std::complex<double>*) [162]
-----------------------------------------------
                0.00    0.01    1204/1204        globalbasis::ecssetup(int, double, potential*) [43]
[42]     1.0    0.00    0.01    1204         derivedbasis::ecsrotate(double, potential*, double, double) [42]
                0.00    0.01    1204/1204        derivedbasis::integrateVmat(potential*, double, double, double, double) [44]
                0.00    0.00   60200/29660139     std::complex<double> std::operator*<double>(std::complex<double> const&, double const&) [13]
                0.00    0.00   60200/93309       std::complex<double> std::exp<double>(std::complex<double> const&) [164]
                0.00    0.00   60200/80100       std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [165]
                0.00    0.00   30100/129257      std::operator-(std::complex<double> const&) [161]
-----------------------------------------------
                0.00    0.01       2/2           globalbasis::globalbasis(potential*, pulse*, double, double, double, double, double, int, int, double, double) [28]
[43]     1.0    0.00    0.01       2         globalbasis::ecssetup(int, double, potential*) [43]
                0.00    0.01    1204/1204        derivedbasis::ecsrotate(double, potential*, double, double) [42]
-----------------------------------------------
                0.00    0.01    1204/1204        derivedbasis::ecsrotate(double, potential*, double, double) [42]
[44]     1.0    0.00    0.01    1204         derivedbasis::integrateVmat(potential*, double, double, double, double) [44]
                0.00    0.00   12040/612490      derivedbasis::evalbasisfuncs(double) [10]
                0.00    0.00  602000/15865421     std::operator*(std::complex<double> const&, std::complex<double> const&) [21]
                0.00    0.00  301000/10106145     std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [19]
                0.00    0.00  302204/29660139     std::complex<double> std::operator*<double>(std::complex<double> const&, double const&) [13]
                0.00    0.00  301000/16625107     arrayindx(int, int, int, int) [24]
                0.00    0.00    1204/2186356     initializearray(int) [9]
                0.00    0.00   12040/12040       potential::Vecs(double, double, double) [66]
                0.00    0.00    1204/4394        derivedbasis::integrationtable(int) [192]
                0.00    0.00    1204/129257      std::operator-(std::complex<double> const&) [161]
                0.00    0.00    1204/93309       std::complex<double> std::exp<double>(std::complex<double> const&) [164]
                0.00    0.00    1204/4452        arrayscale(std::complex<double>*, int, std::complex<double>) [191]
-----------------------------------------------
                0.00    0.00   11940/11940       derivedbasis::printstr(int, std::complex<double>*) [46]
[45]     0.6    0.00    0.00   11940         derivedbasis::evalcoeffvector(std::complex<double>*, double) [45]
                0.00    0.00   11940/612490      derivedbasis::evalbasisfuncs(double) [10]
                0.00    0.00   11940/2186356     initializearray(int) [9]
-----------------------------------------------
                0.00    0.00    2388/2388        wf::printstr() [47]
[46]     0.6    0.00    0.00    2388         derivedbasis::printstr(int, std::complex<double>*) [46]
                0.00    0.00   11940/11940       derivedbasis::evalcoeffvector(std::complex<double>*, double) [45]
                0.00    0.00   35820/35820       std::string __gnu_cxx::__to_xstring<std::string, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [180]
                0.00    0.00   35820/35820       std::to_string(double) [181]
                0.00    0.00   35820/35821       std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [179]
                0.00    0.00   23880/23880       std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [185]
                0.00    0.00    2388/4394        derivedbasis::integrationtable(int) [192]
-----------------------------------------------
                0.00    0.00       1/3           wf::boundstatesetup(int, double&) [52]
                0.00    0.00       2/3           main [1]
[47]     0.6    0.00    0.00       3         wf::printstr() [47]
                0.00    0.00    2388/2388        derivedbasis::printstr(int, std::complex<double>*) [46]
                0.00    0.00    2388/2388        derivedbasis::printstr(std::complex<double>*) [198]
-----------------------------------------------
                0.00    0.00       2/2           wf::deltawfxt_temporaleigenvectors(int, int, int, double, std::complex<double>&, std::complex<double>*, std::complex<double>* restrict*, temporalbasis*) [17]
[48]     0.5    0.00    0.00       2         wf::initialguess(int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [48]
                0.00    0.00       4/19          wf::applydeltapsi(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*) [29]
                0.00    0.00      20/30504411     zeroarray(std::complex<double>*, int) [11]
-----------------------------------------------
                0.00    0.00       2/2           wf::deltawfxt_temporaleigenvectors(int, int, int, double, std::complex<double>&, std::complex<double>*, std::complex<double>* restrict*, temporalbasis*) [17]
[49]     0.3    0.00    0.00       2         wf::normsum_legendre(int, double, std::complex<double>* restrict*) [49]
                0.00    0.00      10/63          globalbasis::norm(std::complex<double>*) [36]
                0.00    0.00      10/59141       std::abs(double) [168]
-----------------------------------------------
                0.00    0.00       1/1           wf::timestep_temporaleigenvectors(double, double, potential*, pulse*, wf*, double, double, double&) [15]
[50]     0.3    0.00    0.00       1         wf::inhomogeneous_action_lengthgauge(double, pulse*, temporalbasis*) [50]
                0.00    0.00       1/1           wf::dipole_gauge(std::complex<double>* restrict*, pulse*, temporalbasis*) [51]
                0.00    0.00       1/1           globalbasis::Olappsi(std::complex<double>*) [69]
                0.00    0.00       1/1           derivedbasis::funcvector(std::complex<double> (*)(double, double), double) [76]
                0.00    0.00       1/2186356     initializearray(int) [9]
                0.00    0.00       2/6           printmat(std::complex<double>*, int, int) [88]
                0.00    0.00       5/45          arraymultiply(std::complex<double>*, int, std::complex<double>) [214]
                0.00    0.00       5/4452        arrayscale(std::complex<double>*, int, std::complex<double>) [191]
-----------------------------------------------
                               15930             wf::dipole_gauge(std::complex<double>* restrict*, pulse*, temporalbasis*) [51]
                0.00    0.00       1/1           wf::inhomogeneous_action_lengthgauge(double, pulse*, temporalbasis*) [50]
[51]     0.3    0.00    0.00       1+15930   wf::dipole_gauge(std::complex<double>* restrict*, pulse*, temporalbasis*) [51]
                0.00    0.00    3985/612490      derivedbasis::evalbasisfuncs(double) [10]
                0.00    0.00    3190/2186356     initializearray(int) [9]
                0.00    0.00   59700/29660139     std::complex<double> std::operator*<double>(std::complex<double> const&, double const&) [13]
                0.00    0.00   79625/16625107     arrayindx(int, int, int, int) [24]
                0.00    0.00   19900/10106145     std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [19]
                0.00    0.00       5/5           globalbasis::Oinvpsi(std::complex<double>*) [64]
                0.00    0.00   19900/15865421     std::operator*(std::complex<double> const&, std::complex<double> const&) [21]
                0.00    0.00   19900/579568      std::complex<double> std::operator*<double>(double const&, std::complex<double> const&) [57]
                0.00    0.00       5/31578345     std::complex<double>::operator=(double) [18]
                0.00    0.00   19900/129257      std::operator-(std::complex<double> const&) [161]
                0.00    0.00   19900/93309       std::complex<double> std::exp<double>(std::complex<double> const&) [164]
                0.00    0.00   19900/80100       std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [165]
                0.00    0.00    3185/3185        basis::oinvpsi(std::complex<double>*) [196]
                0.00    0.00     797/4394        derivedbasis::integrationtable(int) [192]
                0.00    0.00       5/85          pulse::Az(double) [210]
                               15930             wf::dipole_gauge(std::complex<double>* restrict*, pulse*, temporalbasis*) [51]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[52]     0.2    0.00    0.00       1         wf::boundstatesetup(int, double&) [52]
                0.00    0.00       1/3           wf::printstr() [47]
                0.00    0.00       1/1           globalbasis::boundstate(int, double&) [60]
                0.00    0.00       1/1           wf::boundstate(int, double&) [234]
-----------------------------------------------
                0.00    0.00    1588/1588        globalbasis::globalbasis(potential*, pulse*, double, double, double, double, double, int, int, double, double) [28]
[53]     0.2    0.00    0.00    1588         derivedbasis::derivedbasis(legendrebasis*, std::complex<double>*, int, double, double) [53]
                0.00    0.00    4764/4797        matrix_basischange(int, int, std::complex<double>*, std::complex<double>*) [55]
                0.00    0.00    3176/2186356     initializearray(int) [9]
                0.00    0.00    3176/4452        arrayscale(std::complex<double>*, int, std::complex<double>) [191]
                0.00    0.00    1588/1603        basis::basis() [200]
                0.00    0.00    1588/1603        basis::basis() [201]
                0.00    0.00    1588/8036        arraycopy(std::complex<double>*, int) [188]
